Datetime,Open,High,Low,Close,Volume
2023-02-07 17:00:00+00:00,22977.98,23337.0,22890.01,23282.92,25799.10026
2023-02-07 18:00:00+00:00,23282.92,23350.25,22769.05,22932.28,35243.76976
2023-02-07 19:00:00+00:00,22931.98,23138.86,22921.88,23091.9,22331.90394
2023-02-07 20:00:00+00:00,23092.87,23250.0,23029.11,23194.36,17955.51864
2023-02-07 21:00:00+00:00,23194.36,23269.53,23176.8,23196.25,9742.12276
2023-02-07 22:00:00+00:00,23196.25,23309.29,23141.56,23228.69,8191.27787
2023-02-07 23:00:00+00:00,23228.15,23296.2,23228.09,23240.46,8293.24997
2023-02-08 00:00:00+00:00,23242.42,23361.64,23228.83,23326.4,12408.87974
2023-02-08 01:00:00+00:00,23326.4,23452.0,23279.16,23287.66,12873.32974
2023-02-08 02:00:00+00:00,23287.66,23309.18,23237.54,23244.6,7886.69919
2023-02-08 03:00:00+00:00,23244.6,23279.25,23225.19,23255.34,7136.86722
2023-02-08 04:00:00+00:00,23255.34,23287.3,23239.62,23246.71,6259.74854
2023-02-08 05:00:00+00:00,23246.71,23258.0,23183.17,23224.39,8773.64266
2023-02-08 06:00:00+00:00,23223.74,23236.9,23185.89,23198.27,8289.54152
2023-02-08 07:00:00+00:00,23198.83,23239.33,23184.05,23232.68,8080.45047
2023-02-08 08:00:00+00:00,23233.23,23239.44,23163.0,23205.96,10205.22956
2023-02-08 09:00:00+00:00,23206.4,23224.9,23175.81,23202.9,7943.32261
2023-02-08 10:00:00+00:00,23202.9,23205.78,23132.21,23159.81,8720.31032
2023-02-08 11:00:00+00:00,23160.16,23184.63,23136.1,23159.07,7564.94447
2023-02-08 12:00:00+00:00,23159.07,23199.58,23085.89,23123.44,9989.01405
2023-02-08 13:00:00+00:00,23122.88,23141.8,23043.72,23114.88,14233.65225
2023-02-08 14:00:00+00:00,23114.87,23132.36,22990.14,23051.91,19085.02888
2023-02-08 15:00:00+00:00,23050.6,23051.91,22857.0,22872.28,21859.7293
2023-02-08 16:00:00+00:00,22871.28,22971.52,22665.85,22966.3,29313.36098
2023-02-08 17:00:00+00:00,22965.01,23027.0,22908.25,23004.04,17183.52951
2023-02-08 18:00:00+00:00,23005.12,23042.95,22832.53,22893.03,14480.55237
2023-02-08 19:00:00+00:00,22893.96,22928.78,22821.75,22874.89,12030.23276
2023-02-08 20:00:00+00:00,22873.9,22912.6,22778.93,22829.87,13991.7443
2023-02-08 21:00:00+00:00,22829.87,22980.3,22818.37,22955.37,7376.47422
2023-02-08 22:00:00+00:00,22956.11,22975.57,22915.72,22928.75,4930.04931
2023-02-08 23:00:00+00:00,22929.28,22970.61,22873.6,22963.0,9439.9732
2023-02-09 00:00:00+00:00,22961.85,23011.39,22926.35,22980.64,9134.9064
2023-02-09 01:00:00+00:00,22980.12,22993.9,22933.6,22948.13,8455.99935
2023-02-09 02:00:00+00:00,22948.13,22956.92,22801.15,22806.76,11868.41416
2023-02-09 03:00:00+00:00,22806.76,22816.77,22424.48,22518.44,35694.84836
2023-02-09 04:00:00+00:00,22519.56,22611.56,22353.71,22568.57,17941.3507
2023-02-09 05:00:00+00:00,22569.04,22641.16,22533.84,22603.08,13270.02897
2023-02-09 06:00:00+00:00,22602.5,22733.54,22573.9,22719.25,12881.90877
2023-02-09 07:00:00+00:00,22719.22,22737.48,22645.05,22676.41,10982.31225
2023-02-09 08:00:00+00:00,22676.41,22770.0,22665.13,22720.65,12119.40295
2023-02-09 09:00:00+00:00,22720.65,22746.55,22680.0,22738.69,9807.02602
2023-02-09 10:00:00+00:00,22738.69,22741.2,22670.6,22698.53,9017.34275
2023-02-09 11:00:00+00:00,22698.9,22739.69,22663.32,22685.79,10752.55277
2023-02-09 12:00:00+00:00,22685.79,22782.0,22564.4,22705.5,19430.7884
2023-02-09 13:00:00+00:00,22706.09,22769.31,22683.74,22747.58,13556.80184
2023-02-09 14:00:00+00:00,22747.58,22831.41,22673.46,22694.29,21224.64317
2023-02-09 15:00:00+00:00,22693.22,22712.56,22556.32,22610.94,20137.17701
2023-02-09 16:00:00+00:00,22610.94,22623.41,22452.0,22511.8,21511.99931
2023-02-09 17:00:00+00:00,22510.24,22599.85,22450.0,22537.33,17452.72987
2023-02-09 18:00:00+00:00,22536.33,22600.0,22464.28,22514.75,15863.28998
2023-02-09 19:00:00+00:00,22514.75,22530.0,21881.0,22032.71,38223.20744
2023-02-09 20:00:00+00:00,22030.99,22084.46,21836.0,21994.21,25840.62285
2023-02-09 21:00:00+00:00,21994.21,22006.91,21695.0,21856.3,24122.89743
2023-02-09 22:00:00+00:00,21856.3,21955.14,21688.0,21767.53,11191.95406
2023-02-09 23:00:00+00:00,21767.53,21855.74,21743.0,21796.35,12412.49069
2023-02-10 00:00:00+00:00,21797.83,21880.18,21756.0,21824.09,13868.09593
2023-02-10 01:00:00+00:00,21824.09,21897.24,21795.07,21894.16,11047.60047
2023-02-10 02:00:00+00:00,21894.63,21938.16,21854.01,21917.77,9604.9873
2023-02-10 03:00:00+00:00,21918.73,21929.27,21818.18,21825.59,9582.60414
2023-02-10 04:00:00+00:00,21825.59,21833.28,21704.0,21786.08,13757.39463
2023-02-10 05:00:00+00:00,21786.07,21843.73,21622.4,21796.78,17695.90744
2023-02-10 06:00:00+00:00,21796.78,21880.0,21777.02,21874.73,11262.34817
2023-02-10 07:00:00+00:00,21874.73,21926.2,21829.01,21911.71,14333.86342
2023-02-10 08:00:00+00:00,21910.61,21926.91,21861.45,21889.38,13018.19575
2023-02-10 09:00:00+00:00,21888.75,21905.29,21811.71,21820.23,11981.47404
2023-02-10 10:00:00+00:00,21820.22,21855.47,21796.98,21849.38,11025.81374
2023-02-10 11:00:00+00:00,21850.24,21851.9,21713.96,21733.52,17449.72459
2023-02-10 12:00:00+00:00,21732.63,21791.5,21682.44,21718.48,15202.37969
2023-02-10 13:00:00+00:00,21719.29,21830.0,21711.76,21767.87,14161.55243
2023-02-10 14:00:00+00:00,21767.88,21890.0,21754.82,21841.55,20054.60321
2023-02-10 15:00:00+00:00,21841.31,21901.24,21520.0,21654.09,30270.85193
2023-02-10 16:00:00+00:00,21652.75,21744.18,21573.47,21607.11,20659.60531
2023-02-10 17:00:00+00:00,21607.09,21699.52,21558.13,21692.07,15639.44215
2023-02-10 18:00:00+00:00,21693.04,21738.56,21671.67,21703.9,10424.26016
2023-02-10 19:00:00+00:00,21703.91,21799.0,21663.25,21771.09,13108.66591
2023-02-10 20:00:00+00:00,21772.26,21790.92,21714.29,21724.4,9435.39071
2023-02-10 21:00:00+00:00,21725.39,21729.04,21451.0,21536.31,17310.39013
2023-02-10 22:00:00+00:00,21535.07,21639.84,21519.23,21571.19,8503.42168
2023-02-10 23:00:00+00:00,21570.6,21663.07,21551.42,21625.19,9193.36954
2023-02-11 00:00:00+00:00,21625.19,21691.63,21599.78,21657.62,10020.42535
2023-02-11 01:00:00+00:00,21658.6,21700.77,21611.53,21635.49,8537.60335
2023-02-11 02:00:00+00:00,21635.92,21680.0,21619.84,21652.2,6957.21056
2023-02-11 03:00:00+00:00,21652.2,21725.95,21646.82,21678.56,7882.20714
2023-02-11 04:00:00+00:00,21678.56,21693.86,21665.12,21686.79,6139.8224
2023-02-11 05:00:00+00:00,21686.79,21710.76,21668.81,21675.26,5893.31619
2023-02-11 06:00:00+00:00,21675.26,21682.12,21655.15,21669.73,6258.87103
2023-02-11 07:00:00+00:00,21669.73,21715.38,21640.03,21692.63,7831.1344
2023-02-11 08:00:00+00:00,21692.63,21705.0,21678.49,21687.29,7802.08987
2023-02-11 09:00:00+00:00,21686.95,21702.59,21674.92,21698.37,5860.1145
2023-02-11 10:00:00+00:00,21698.37,21702.42,21658.01,21670.32,7239.15713
2023-02-11 11:00:00+00:00,21670.5,21702.78,21664.62,21697.44,5779.71289
2023-02-11 12:00:00+00:00,21697.44,21777.54,21662.11,21713.77,11592.21317
2023-02-11 13:00:00+00:00,21713.77,21768.0,21695.32,21747.49,8078.66352
2023-02-11 14:00:00+00:00,21747.5,21756.98,21714.1,21751.04,7654.44892
2023-02-11 15:00:00+00:00,21751.04,21758.63,21718.21,21735.78,6005.11938
2023-02-11 16:00:00+00:00,21735.78,21737.89,21679.19,21693.14,6767.98873
2023-02-11 17:00:00+00:00,21693.48,21700.0,21663.26,21698.86,5603.42245
2023-02-11 18:00:00+00:00,21698.86,21731.49,21618.23,21654.03,8684.49347
2023-02-11 19:00:00+00:00,21654.43,21673.68,21645.63,21662.63,5438.65762
2023-02-11 20:00:00+00:00,21662.36,21717.14,21645.21,21671.38,6135.63566
2023-02-11 21:00:00+00:00,21671.83,21850.0,21661.59,21823.56,8911.43128
2023-02-11 22:00:00+00:00,21823.56,21878.99,21778.84,21824.52,7887.9632
2023-02-11 23:00:00+00:00,21824.52,21906.32,21809.25,21862.55,8059.88212
2023-02-12 00:00:00+00:00,21862.02,21890.16,21803.0,21816.37,7118.92695
2023-02-12 01:00:00+00:00,21816.37,21844.81,21785.17,21808.28,6348.99058
2023-02-12 02:00:00+00:00,21808.28,21821.31,21766.0,21816.22,6460.50512
2023-02-12 03:00:00+00:00,21815.61,21821.87,21778.32,21781.38,5822.50916
2023-02-12 04:00:00+00:00,21781.38,21790.79,21761.04,21782.97,6711.94657
2023-02-12 05:00:00+00:00,21782.97,21803.2,21772.19,21799.98,5613.42234
2023-02-12 06:00:00+00:00,21799.5,21817.15,21792.25,21809.62,6415.97712
2023-02-12 07:00:00+00:00,21809.77,21813.16,21795.79,21798.42,5986.83819
2023-02-12 08:00:00+00:00,21798.42,21852.97,21798.01,21804.89,7187.72568
2023-02-12 09:00:00+00:00,21804.89,21960.0,21801.14,21907.0,11022.62431
2023-02-12 10:00:00+00:00,21907.0,21922.06,21842.74,21880.47,8251.62194
2023-02-12 11:00:00+00:00,21880.03,21893.8,21859.35,21888.31,6123.24231
2023-02-12 12:00:00+00:00,21888.31,21897.12,21811.26,21821.6,9318.16374
2023-02-12 13:00:00+00:00,21820.7,21836.88,21756.04,21817.51,9299.30632
2023-02-12 14:00:00+00:00,21817.81,21995.6,21810.27,21923.78,12453.70458
2023-02-12 15:00:00+00:00,21923.78,21976.38,21882.69,21945.3,10566.50556
2023-02-12 16:00:00+00:00,21944.14,22090.0,21914.07,22004.65,16067.60052
2023-02-12 17:00:00+00:00,22004.65,22054.45,21966.19,21988.25,9002.57206
2023-02-12 18:00:00+00:00,21988.25,21993.67,21940.73,21971.86,6630.63281
2023-02-12 19:00:00+00:00,21972.02,22031.09,21920.0,21997.18,6466.46299
2023-02-12 20:00:00+00:00,21997.18,22028.78,21947.4,21968.06,5895.06648
2023-02-12 21:00:00+00:00,21968.4,21978.52,21703.29,21738.38,13107.37174
2023-02-12 22:00:00+00:00,21738.38,21829.88,21630.0,21794.52,12787.2938
2023-02-12 23:00:00+00:00,21794.52,21835.1,21725.0,21783.54,9776.64076
