Datetime,Open,High,Low,Close,Volume
2024-10-30 16:00:00+00:00,72061.34,72197.5,71800.0,72110.86,1098.11079
2024-10-30 17:00:00+00:00,72110.86,72126.0,71641.77,71894.72,699.54975
2024-10-30 18:00:00+00:00,71894.73,72150.0,71851.57,71974.75,699.002
2024-10-30 19:00:00+00:00,71974.74,72060.0,71783.19,71822.01,805.15685
2024-10-30 20:00:00+00:00,71822.01,72857.15,71644.19,72857.14,3307.50597
2024-10-30 21:00:00+00:00,72857.14,72961.0,72112.7,72388.1,1305.51987
2024-10-30 22:00:00+00:00,72388.1,72675.53,72252.0,72397.4,706.69763
2024-10-30 23:00:00+00:00,72397.4,72700.0,72343.98,72344.74,608.77063
2024-10-31 00:00:00+00:00,72344.75,72413.99,72052.98,72165.99,1010.24554
2024-10-31 01:00:00+00:00,72165.99,72455.49,72030.08,72370.0,634.00593
2024-10-31 02:00:00+00:00,72370.01,72588.0,72189.0,72553.01,728.10372
2024-10-31 03:00:00+00:00,72553.01,72599.99,72293.01,72353.74,583.47158
2024-10-31 04:00:00+00:00,72353.75,72380.91,72224.38,72273.99,532.75988
2024-10-31 05:00:00+00:00,72273.99,72384.17,72207.85,72282.0,464.2315
2024-10-31 06:00:00+00:00,72282.01,72320.64,72152.0,72212.12,669.03855
2024-10-31 07:00:00+00:00,72212.13,72478.0,72150.0,72417.19,634.52539
2024-10-31 08:00:00+00:00,72417.19,72452.0,72149.79,72276.05,672.13547
2024-10-31 09:00:00+00:00,72276.06,72397.78,72253.55,72304.7,542.0155
2024-10-31 10:00:00+00:00,72304.7,72700.0,72222.77,72639.27,931.04054
2024-10-31 11:00:00+00:00,72639.28,72660.0,72222.0,72226.0,984.02992
2024-10-31 12:00:00+00:00,72226.0,72276.0,71966.0,72114.0,1326.92001
2024-10-31 13:00:00+00:00,72114.0,72178.6,71110.0,71308.0,2477.47738
2024-10-31 14:00:00+00:00,71308.0,71386.0,70624.01,70752.02,3934.50715
2024-10-31 15:00:00+00:00,70752.01,71060.0,70431.77,70620.0,2652.4486
2024-10-31 16:00:00+00:00,70620.01,70949.51,70355.93,70403.58,2149.23423
2024-10-31 17:00:00+00:00,70403.59,70803.12,70359.0,70785.28,1208.41275
2024-10-31 18:00:00+00:00,70785.28,70787.88,70106.2,70633.67,1423.95498
2024-10-31 19:00:00+00:00,70633.67,70750.0,70036.0,70092.07,1205.92036
2024-10-31 20:00:00+00:00,70092.07,70299.44,69685.76,70026.73,2110.54484
2024-10-31 21:00:00+00:00,70026.74,70541.52,69856.04,70442.39,924.50362
2024-10-31 22:00:00+00:00,70442.39,70543.98,70174.09,70480.0,702.79368
2024-10-31 23:00:00+00:00,70479.99,70654.76,70292.0,70292.01,849.78185
2024-11-01 00:00:00+00:00,70292.01,70470.0,70146.8,70173.73,840.4529
2024-11-01 01:00:00+00:00,70173.72,70360.0,69313.74,69402.01,2171.7139
2024-11-01 02:00:00+00:00,69402.0,69600.0,68830.0,69579.89,2802.10218
2024-11-01 03:00:00+00:00,69579.89,69714.45,69334.0,69369.99,921.81357
2024-11-01 04:00:00+00:00,69369.99,69623.99,69342.01,69592.0,670.4087
2024-11-01 05:00:00+00:00,69592.0,69670.9,69526.0,69609.29,441.90421
2024-11-01 06:00:00+00:00,69609.28,69699.14,69212.12,69212.13,1307.31559
2024-11-01 07:00:00+00:00,69212.13,69420.13,69080.0,69273.7,1420.50492
2024-11-01 08:00:00+00:00,69273.7,69538.0,69237.26,69376.1,882.41902
2024-11-01 09:00:00+00:00,69376.1,69588.0,69324.0,69534.9,486.09866
2024-11-01 10:00:00+00:00,69534.9,70156.0,69524.28,69989.65,1759.86747
2024-11-01 11:00:00+00:00,69989.64,70228.0,69987.77,70002.01,1130.24211
2024-11-01 12:00:00+00:00,70002.01,70467.65,69897.02,70354.87,1876.81718
2024-11-01 13:00:00+00:00,70354.86,71220.0,70142.0,71200.44,2985.26242
2024-11-01 14:00:00+00:00,71200.43,71632.95,70912.6,71271.17,3312.2471
2024-11-01 15:00:00+00:00,71271.17,71360.0,69044.0,69387.77,4408.92622
2024-11-01 16:00:00+00:00,69387.78,70515.16,69352.0,69920.73,2872.61732
2024-11-01 17:00:00+00:00,69920.72,70181.83,69475.0,69586.01,2260.1192
2024-11-01 18:00:00+00:00,69586.01,69636.37,69066.07,69151.66,1455.45627
2024-11-01 19:00:00+00:00,69151.66,69454.0,68820.14,69268.0,2134.0704
2024-11-01 20:00:00+00:00,69268.0,69460.0,69168.6,69248.95,722.65352
2024-11-01 21:00:00+00:00,69248.95,69358.77,68854.5,69263.99,702.31597
2024-11-01 22:00:00+00:00,69264.0,69455.95,69234.0,69440.01,381.96835
2024-11-01 23:00:00+00:00,69440.01,69627.0,69364.0,69496.01,354.57037
2024-11-02 00:00:00+00:00,69496.0,69675.92,69479.91,69665.99,598.79838
2024-11-02 01:00:00+00:00,69665.99,69696.97,69506.72,69668.1,366.2893
2024-11-02 02:00:00+00:00,69668.1,69914.37,69655.47,69661.96,612.69586
2024-11-02 03:00:00+00:00,69661.95,69787.74,69563.22,69599.99,311.19594
2024-11-02 04:00:00+00:00,69599.99,69627.9,69468.05,69568.0,320.135
2024-11-02 05:00:00+00:00,69568.0,69727.28,69446.0,69710.0,291.01338
2024-11-02 06:00:00+00:00,69709.99,69748.16,69576.32,69744.86,275.27943
2024-11-02 07:00:00+00:00,69744.86,69823.94,69682.0,69813.91,411.7198
2024-11-02 08:00:00+00:00,69813.91,69838.62,69580.81,69630.95,301.05421
2024-11-02 09:00:00+00:00,69630.95,69670.0,69510.91,69558.86,348.41823
2024-11-02 10:00:00+00:00,69558.86,69628.0,69417.88,69623.63,359.11695
2024-11-02 11:00:00+00:00,69623.63,69701.68,69576.0,69608.0,271.01091
2024-11-02 12:00:00+00:00,69608.0,69680.0,69390.09,69459.05,484.74954
2024-11-02 13:00:00+00:00,69459.05,69711.59,69358.87,69365.99,916.029
2024-11-02 14:00:00+00:00,69366.0,69437.85,69000.14,69263.48,1275.86887
2024-11-02 15:00:00+00:00,69263.49,69450.01,69139.9,69393.17,688.48363
2024-11-02 16:00:00+00:00,69393.18,69616.0,69321.99,69587.98,509.52438
2024-11-02 17:00:00+00:00,69587.98,69600.0,69340.0,69401.99,407.60708
2024-11-02 18:00:00+00:00,69401.99,69481.48,69215.0,69422.93,370.18861
2024-11-02 19:00:00+00:00,69422.94,69562.0,69384.0,69510.0,266.19778
2024-11-02 20:00:00+00:00,69510.0,69571.99,69462.29,69540.0,193.44987
2024-11-02 21:00:00+00:00,69539.99,69560.0,69442.0,69442.0,139.60191
2024-11-02 22:00:00+00:00,69442.01,69550.68,69363.08,69434.0,212.73359
2024-11-02 23:00:00+00:00,69434.0,69446.0,69149.0,69374.74,590.51078
2024-11-03 00:00:00+00:00,69374.74,69391.0,69159.76,69159.76,464.82077
2024-11-03 01:00:00+00:00,69159.77,69225.03,69000.21,69010.13,876.36609
2024-11-03 02:00:00+00:00,69010.14,69028.72,67864.16,68214.91,3555.86884
2024-11-03 03:00:00+00:00,68214.91,68454.55,68018.79,68379.89,949.3535
2024-11-03 04:00:00+00:00,68379.9,68696.97,68303.99,68592.01,650.5156
2024-11-03 05:00:00+00:00,68592.0,68693.99,68428.54,68432.0,438.34921
2024-11-03 06:00:00+00:00,68432.0,68771.58,68400.0,68569.99,421.89741
2024-11-03 07:00:00+00:00,68570.0,68703.68,68379.9,68397.42,450.87968
2024-11-03 08:00:00+00:00,68397.42,68603.58,68299.62,68480.01,714.31316
2024-11-03 09:00:00+00:00,68480.01,68527.78,68200.01,68242.43,552.69928
2024-11-03 10:00:00+00:00,68242.43,68571.94,68242.42,68441.99,734.03417
2024-11-03 11:00:00+00:00,68442.0,68589.5,68316.52,68358.86,459.75688
2024-11-03 12:00:00+00:00,68358.86,68560.0,68269.7,68486.05,553.72691
2024-11-03 13:00:00+00:00,68486.04,68504.92,67972.0,68048.13,1341.51178
2024-11-03 14:00:00+00:00,68048.13,68187.5,67588.61,67777.0,2264.7632
2024-11-03 15:00:00+00:00,67776.99,68222.0,67478.73,68090.9,1882.77785
2024-11-03 16:00:00+00:00,68090.91,68547.98,68054.0,68152.01,2124.0069
2024-11-03 17:00:00+00:00,68152.0,68482.0,68132.16,68359.98,734.59969
2024-11-03 18:00:00+00:00,68359.98,68446.0,67667.21,68018.0,1154.16433
2024-11-03 19:00:00+00:00,68018.0,68693.81,68000.0,68679.0,798.46087
2024-11-03 20:00:00+00:00,68679.0,68979.76,68499.9,68970.07,1066.32736
2024-11-03 21:00:00+00:00,68970.06,69358.0,68966.65,69145.35,1294.60741
2024-11-03 22:00:00+00:00,69145.35,69301.0,68784.1,68880.01,560.07952
2024-11-03 23:00:00+00:00,68880.0,68915.0,68492.82,68775.99,951.82202
